NOUN,VERB,ADJ,ADV,generated,PERSON,ORGANIZATION,GPE,LOCATION,GSP,FACILITY
17,11,3,2,0,0.0,0.0,1.0,0.0,0.0,0.0
113,121,34,42,0,2.0,0.0,0.0,0.0,0.0,0.0
151,190,51,56,0,1.0,2.0,1.0,0.0,0.0,0.0
160,112,24,40,0,1.0,0.0,0.0,0.0,0.0,0.0
66,58,14,17,0,2.0,0.0,0.0,0.0,0.0,0.0
89,98,38,36,0,0.0,0.0,0.0,0.0,0.0,0.0
94,65,28,24,0,1.0,0.0,0.0,0.0,0.0,0.0
115,186,39,26,0,0.0,0.0,0.0,0.0,0.0,0.0
75,109,56,10,0,0.0,0.0,0.0,0.0,0.0,0.0
76,49,25,16,0,1.0,0.0,0.0,0.0,0.0,0.0
92,90,28,29,0,0.0,0.0,0.0,0.0,0.0,0.0
39,76,15,38,0,2.0,0.0,0.0,0.0,0.0,0.0
117,132,58,42,0,0.0,0.0,1.0,0.0,0.0,0.0
81,60,34,13,0,0.0,0.0,0.0,0.0,0.0,0.0
138,130,36,28,0,1.0,0.0,0.0,0.0,0.0,0.0
92,79,20,17,0,3.0,0.0,1.0,0.0,0.0,0.0
57,45,25,18,0,1.0,1.0,0.0,0.0,0.0,0.0
40,42,13,17,0,0.0,2.0,0.0,0.0,0.0,0.0
74,68,21,15,0,1.0,0.0,0.0,0.0,0.0,0.0
83,103,28,18,0,1.0,0.0,0.0,0.0,0.0,0.0
79,114,27,47,0,2.0,0.0,0.0,0.0,0.0,0.0
145,101,40,24,0,4.0,0.0,0.0,0.0,0.0,0.0
76,54,24,6,0,0.0,1.0,0.0,0.0,0.0,0.0
52,78,22,32,0,0.0,0.0,0.0,0.0,0.0,0.0
154,85,30,25,0,2.0,0.0,0.0,0.0,0.0,0.0
108,80,23,23,0,4.0,0.0,1.0,0.0,0.0,0.0
79,95,36,34,0,3.0,0.0,0.0,0.0,0.0,0.0
64,62,15,27,0,1.0,0.0,0.0,0.0,0.0,0.0
140,112,43,34,0,3.0,1.0,0.0,0.0,0.0,0.0
54,83,20,22,0,0.0,0.0,0.0,0.0,0.0,0.0
93,156,52,53,0,0.0,0.0,0.0,0.0,0.0,0.0
191,179,64,35,0,1.0,1.0,0.0,0.0,0.0,0.0
48,44,16,10,0,0.0,0.0,0.0,0.0,0.0,0.0
70,74,21,25,0,0.0,0.0,1.0,0.0,0.0,0.0
103,92,40,20,0,0.0,0.0,0.0,0.0,0.0,0.0
44,76,33,27,0,0.0,0.0,0.0,0.0,0.0,0.0
52,93,20,28,0,5.0,0.0,0.0,0.0,0.0,0.0
42,35,12,11,0,0.0,0.0,1.0,0.0,0.0,0.0
72,44,18,14,0,0.0,0.0,0.0,0.0,0.0,0.0
68,83,21,12,0,0.0,0.0,0.0,0.0,0.0,0.0
147,103,36,36,0,1.0,0.0,0.0,0.0,0.0,0.0
41,67,14,12,0,1.0,0.0,0.0,0.0,0.0,0.0
134,157,33,43,0,0.0,1.0,0.0,0.0,0.0,0.0
96,109,34,22,0,2.0,1.0,2.0,0.0,0.0,0.0
52,50,19,9,0,1.0,1.0,0.0,0.0,0.0,0.0
100,157,34,62,0,4.0,1.0,1.0,0.0,0.0,0.0
118,80,47,20,0,2.0,0.0,1.0,0.0,0.0,0.0
52,70,18,31,0,0.0,0.0,0.0,0.0,0.0,0.0
100,64,36,11,0,2.0,0.0,4.0,0.0,0.0,0.0
130,138,41,24,0,1.0,1.0,1.0,0.0,0.0,0.0
48,60,23,15,0,1.0,3.0,0.0,0.0,0.0,0.0
76,97,13,22,0,2.0,1.0,0.0,0.0,0.0,0.0
98,135,50,24,0,0.0,0.0,0.0,0.0,0.0,0.0
90,79,24,24,0,3.0,0.0,0.0,0.0,0.0,0.0
107,104,27,38,0,0.0,0.0,0.0,0.0,0.0,0.0
161,82,24,31,0,0.0,1.0,0.0,0.0,0.0,0.0
87,79,24,15,0,3.0,0.0,0.0,0.0,0.0,0.0
41,54,22,14,0,0.0,0.0,0.0,0.0,0.0,0.0
80,124,33,23,0,0.0,0.0,0.0,0.0,0.0,0.0
74,99,18,21,0,0.0,0.0,1.0,0.0,0.0,0.0
117,154,25,43,0,1.0,1.0,0.0,0.0,0.0,0.0
48,85,24,19,0,0.0,1.0,0.0,0.0,0.0,0.0
63,61,13,17,0,2.0,0.0,0.0,0.0,0.0,0.0
97,66,14,21,0,0.0,1.0,0.0,0.0,0.0,0.0
66,88,30,33,0,0.0,0.0,1.0,0.0,0.0,0.0
85,86,30,42,0,0.0,4.0,0.0,0.0,0.0,0.0
136,128,22,42,0,2.0,0.0,0.0,0.0,0.0,0.0
224,296,96,73,0,2.0,0.0,1.0,0.0,0.0,0.0
94,79,45,29,0,0.0,0.0,1.0,0.0,0.0,0.0
98,63,30,18,0,0.0,0.0,0.0,0.0,0.0,0.0
62,67,14,12,0,3.0,0.0,0.0,0.0,0.0,0.0
151,111,53,25,0,3.0,0.0,0.0,0.0,0.0,0.0
65,59,22,20,0,1.0,0.0,0.0,0.0,0.0,0.0
99,53,25,11,0,2.0,0.0,2.0,0.0,0.0,0.0
86,112,27,38,0,0.0,0.0,1.0,0.0,0.0,0.0
139,102,48,19,0,1.0,1.0,3.0,0.0,0.0,0.0
43,92,33,12,0,0.0,0.0,0.0,0.0,0.0,0.0
180,276,63,77,0,0.0,0.0,1.0,0.0,0.0,0.0
190,173,62,40,0,3.0,0.0,2.0,0.0,0.0,0.0
72,66,20,21,0,0.0,0.0,1.0,0.0,0.0,0.0
97,169,42,46,0,5.0,0.0,0.0,0.0,0.0,0.0
149,112,40,12,0,0.0,0.0,0.0,0.0,0.0,0.0
133,111,26,15,0,0.0,0.0,2.0,0.0,0.0,0.0
62,62,20,29,0,0.0,1.0,0.0,0.0,0.0,0.0
146,184,64,56,0,0.0,0.0,2.0,0.0,0.0,0.0
105,63,8,18,0,0.0,0.0,0.0,0.0,0.0,0.0
79,109,34,24,0,1.0,0.0,0.0,0.0,0.0,0.0
61,69,23,5,0,0.0,0.0,0.0,0.0,0.0,0.0
77,64,23,28,0,0.0,0.0,1.0,0.0,0.0,0.0
103,113,25,29,0,2.0,0.0,0.0,0.0,0.0,0.0
80,65,20,17,0,2.0,0.0,0.0,0.0,0.0,0.0
126,148,44,34,0,0.0,2.0,2.0,0.0,0.0,0.0
68,123,39,44,0,0.0,0.0,0.0,0.0,0.0,0.0
120,128,54,42,0,2.0,0.0,0.0,0.0,0.0,0.0
68,71,27,31,0,0.0,0.0,0.0,0.0,0.0,0.0
127,150,38,56,0,3.0,3.0,3.0,0.0,0.0,0.0
133,126,44,50,0,0.0,1.0,0.0,0.0,0.0,0.0
149,85,40,32,0,1.0,0.0,3.0,0.0,0.0,0.0
53,102,33,41,0,1.0,0.0,0.0,0.0,0.0,0.0
101,111,30,45,0,0.0,0.0,0.0,0.0,0.0,0.0
87,113,30,40,0,1.0,0.0,1.0,0.0,0.0,0.0
52,40,9,11,0,0.0,1.0,0.0,0.0,0.0,0.0
139,89,44,20,0,1.0,0.0,0.0,0.0,0.0,0.0
121,184,44,63,0,1.0,0.0,2.0,0.0,0.0,0.0
125,100,46,24,0,2.0,0.0,0.0,0.0,0.0,0.0
88,64,16,25,0,0.0,0.0,0.0,0.0,0.0,0.0
81,114,23,39,0,0.0,0.0,0.0,0.0,0.0,0.0
74,53,22,14,0,1.0,0.0,3.0,0.0,0.0,0.0
79,73,15,18,0,0.0,0.0,0.0,0.0,0.0,0.0
104,106,50,25,0,1.0,0.0,0.0,0.0,0.0,0.0
86,95,8,15,0,0.0,0.0,1.0,0.0,0.0,0.0
93,99,32,33,0,1.0,0.0,0.0,0.0,0.0,0.0
92,71,28,19,0,2.0,0.0,2.0,0.0,0.0,0.0
35,59,14,16,0,1.0,0.0,0.0,0.0,0.0,0.0
226,287,116,65,0,0.0,0.0,0.0,0.0,0.0,0.0
104,55,28,15,0,1.0,0.0,1.0,0.0,0.0,0.0
125,115,46,32,0,0.0,1.0,2.0,0.0,0.0,0.0
105,119,37,50,0,0.0,0.0,0.0,0.0,0.0,0.0
54,42,10,6,0,0.0,0.0,0.0,0.0,0.0,0.0
23,48,11,13,0,0.0,0.0,0.0,0.0,0.0,0.0
62,62,27,18,0,1.0,0.0,0.0,0.0,0.0,0.0
108,80,26,15,0,3.0,0.0,0.0,0.0,0.0,0.0
152,134,46,30,0,0.0,0.0,0.0,0.0,0.0,0.0
89,53,19,11,0,0.0,1.0,0.0,0.0,0.0,0.0
68,112,27,25,0,1.0,0.0,0.0,0.0,0.0,0.0
169,108,21,35,0,0.0,0.0,0.0,0.0,0.0,0.0
21,20,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0
86,72,30,16,0,0.0,0.0,0.0,0.0,0.0,0.0
75,78,34,17,0,2.0,0.0,0.0,0.0,0.0,0.0
101,84,63,33,0,0.0,0.0,1.0,0.0,0.0,0.0
56,56,16,14,0,0.0,0.0,0.0,0.0,0.0,0.0
171,217,84,75,0,0.0,0.0,1.0,0.0,0.0,0.0
114,90,27,33,0,0.0,0.0,1.0,0.0,0.0,0.0
84,88,30,30,0,0.0,1.0,0.0,0.0,0.0,0.0
119,148,23,66,0,0.0,0.0,0.0,0.0,0.0,0.0
99,108,38,22,0,0.0,0.0,0.0,0.0,0.0,0.0
310,149,84,51,0,4.0,1.0,1.0,0.0,0.0,0.0
64,64,32,21,0,0.0,0.0,0.0,0.0,0.0,0.0
48,107,29,22,0,0.0,2.0,1.0,0.0,0.0,0.0
128,123,30,33,0,1.0,0.0,2.0,0.0,0.0,0.0
84,149,41,40,0,0.0,0.0,1.0,0.0,0.0,0.0
224,246,78,67,0,5.0,0.0,4.0,0.0,0.0,0.0
88,92,28,19,0,1.0,0.0,1.0,0.0,1.0,0.0
88,70,20,15,0,0.0,1.0,1.0,0.0,0.0,0.0
108,58,20,13,0,0.0,0.0,1.0,0.0,0.0,0.0
55,62,12,16,0,0.0,1.0,0.0,0.0,0.0,0.0
159,122,44,24,0,5.0,0.0,4.0,0.0,0.0,0.0
98,100,33,25,0,0.0,0.0,1.0,0.0,0.0,0.0
98,84,26,31,0,1.0,0.0,0.0,0.0,0.0,0.0
57,95,25,52,0,1.0,0.0,0.0,0.0,0.0,0.0
140,107,28,25,0,0.0,1.0,0.0,0.0,0.0,0.0
124,124,36,28,0,0.0,0.0,2.0,0.0,0.0,0.0
71,58,28,23,0,1.0,0.0,0.0,0.0,0.0,0.0
105,140,43,35,0,0.0,0.0,2.0,0.0,0.0,0.0
117,190,62,61,0,1.0,0.0,1.0,0.0,0.0,0.0
59,60,19,18,0,4.0,1.0,0.0,0.0,0.0,0.0
97,138,40,47,0,2.0,0.0,0.0,0.0,0.0,0.0
75,74,23,24,0,1.0,0.0,0.0,0.0,0.0,0.0
130,86,41,22,0,4.0,1.0,0.0,0.0,0.0,0.0
63,62,25,9,0,0.0,0.0,0.0,0.0,0.0,0.0
67,82,37,14,0,0.0,0.0,0.0,0.0,0.0,0.0
56,62,27,27,0,2.0,0.0,0.0,0.0,0.0,0.0
157,132,22,30,0,2.0,3.0,1.0,0.0,0.0,0.0
132,119,42,30,0,0.0,0.0,0.0,0.0,0.0,0.0
68,96,22,30,0,0.0,0.0,1.0,0.0,0.0,0.0
41,32,10,8,0,0.0,0.0,0.0,0.0,0.0,0.0
116,83,38,14,0,0.0,0.0,0.0,0.0,0.0,0.0
51,37,18,3,0,3.0,1.0,0.0,0.0,0.0,0.0
42,27,17,7,0,0.0,0.0,0.0,0.0,0.0,0.0
132,104,25,32,0,1.0,0.0,0.0,0.0,0.0,0.0
106,90,18,16,0,2.0,1.0,1.0,0.0,0.0,0.0
111,161,23,34,0,3.0,1.0,0.0,0.0,0.0,0.0
122,120,40,40,0,0.0,0.0,0.0,0.0,0.0,0.0
104,90,34,27,0,1.0,0.0,0.0,0.0,0.0,0.0
114,109,45,17,0,1.0,0.0,0.0,0.0,0.0,0.0
136,110,37,35,0,10.0,1.0,8.0,0.0,0.0,0.0
105,162,38,69,0,0.0,0.0,0.0,0.0,0.0,0.0
126,142,26,43,0,3.0,1.0,1.0,0.0,0.0,0.0
49,53,22,14,0,0.0,0.0,0.0,0.0,0.0,0.0
82,65,19,16,0,3.0,1.0,4.0,0.0,0.0,0.0
89,142,23,43,0,0.0,0.0,0.0,0.0,0.0,0.0
83,88,21,16,0,0.0,1.0,0.0,0.0,0.0,0.0
50,37,30,10,0,0.0,0.0,2.0,0.0,0.0,0.0
149,118,30,41,0,0.0,1.0,1.0,0.0,0.0,0.0
46,62,17,21,0,0.0,0.0,0.0,0.0,0.0,0.0
39,46,14,10,0,0.0,0.0,0.0,0.0,0.0,0.0
120,81,36,29,0,0.0,0.0,0.0,0.0,0.0,0.0
77,115,38,39,0,0.0,0.0,0.0,0.0,0.0,0.0
113,117,31,29,0,0.0,0.0,0.0,0.0,0.0,0.0
81,89,72,18,0,2.0,0.0,0.0,0.0,0.0,0.0
96,98,36,17,0,1.0,1.0,2.0,0.0,0.0,0.0
54,63,32,21,0,0.0,0.0,0.0,0.0,0.0,0.0
107,95,42,36,0,2.0,0.0,0.0,0.0,0.0,0.0
154,177,39,81,0,1.0,0.0,2.0,0.0,0.0,0.0
69,97,49,29,0,0.0,0.0,0.0,0.0,0.0,0.0
68,70,33,14,0,1.0,0.0,0.0,0.0,0.0,0.0
266,182,67,58,0,0.0,1.0,3.0,0.0,0.0,0.0
40,43,16,13,0,1.0,0.0,1.0,0.0,0.0,0.0
124,79,52,13,0,0.0,0.0,1.0,0.0,0.0,0.0
115,69,49,26,0,3.0,0.0,0.0,0.0,0.0,0.0
152,225,47,32,0,2.0,1.0,1.0,0.0,0.0,0.0
104,145,48,36,0,4.0,1.0,1.0,0.0,0.0,0.0
70,52,18,9,0,0.0,0.0,0.0,0.0,0.0,0.0
69,66,36,9,0,0.0,0.0,0.0,0.0,0.0,0.0
62,49,18,5,0,0.0,2.0,0.0,0.0,0.0,0.0
64,103,23,22,0,0.0,0.0,0.0,0.0,0.0,0.0
118,230,48,47,0,0.0,0.0,0.0,0.0,0.0,0.0
139,212,54,59,0,1.0,0.0,1.0,0.0,0.0,0.0
63,59,25,18,0,2.0,0.0,0.0,0.0,0.0,0.0
56,42,17,12,0,0.0,0.0,0.0,0.0,0.0,0.0
48,38,16,13,0,0.0,1.0,0.0,0.0,0.0,0.0
47,72,21,18,0,1.0,0.0,0.0,0.0,0.0,0.0
58,88,32,41,0,0.0,0.0,0.0,0.0,0.0,0.0
18,6,3,1,0,1.0,3.0,1.0,0.0,0.0,0.0
55,27,17,5,0,1.0,0.0,0.0,0.0,0.0,0.0
104,105,40,24,0,0.0,0.0,0.0,0.0,0.0,0.0
75,101,31,24,0,0.0,0.0,1.0,0.0,0.0,0.0
161,139,46,62,0,4.0,1.0,0.0,0.0,0.0,0.0
130,100,37,33,0,8.0,0.0,4.0,0.0,0.0,0.0
108,91,60,22,0,1.0,0.0,0.0,0.0,0.0,0.0
105,141,27,45,0,1.0,0.0,3.0,0.0,0.0,0.0
138,76,28,15,0,0.0,1.0,1.0,0.0,0.0,0.0
125,129,30,49,0,2.0,1.0,1.0,0.0,0.0,0.0
76,89,21,14,0,1.0,0.0,0.0,0.0,0.0,0.0
75,63,18,26,0,0.0,0.0,0.0,0.0,0.0,0.0
181,238,63,69,0,0.0,0.0,0.0,0.0,0.0,0.0
200,293,77,81,0,4.0,0.0,1.0,0.0,0.0,0.0
26,24,1,10,0,0.0,0.0,2.0,0.0,0.0,0.0
39,26,15,6,0,4.0,2.0,0.0,0.0,0.0,0.0
80,88,33,35,0,0.0,1.0,0.0,0.0,0.0,0.0
86,88,28,27,0,2.0,0.0,0.0,0.0,0.0,0.0
95,91,20,25,0,2.0,0.0,0.0,0.0,0.0,0.0
107,112,54,20,0,5.0,1.0,0.0,0.0,0.0,0.0
180,204,74,34,0,4.0,2.0,0.0,0.0,0.0,0.0
118,130,54,38,0,1.0,0.0,2.0,0.0,0.0,0.0
41,55,27,17,0,0.0,0.0,0.0,0.0,0.0,0.0
61,86,20,25,0,0.0,0.0,0.0,0.0,0.0,0.0
57,65,23,19,0,0.0,0.0,0.0,0.0,0.0,0.0
147,144,41,37,0,2.0,1.0,0.0,0.0,0.0,0.0
165,119,45,31,0,1.0,0.0,1.0,0.0,0.0,0.0
73,73,38,14,0,0.0,0.0,0.0,0.0,0.0,0.0
69,69,28,12,0,0.0,0.0,0.0,0.0,0.0,0.0
87,91,18,20,0,5.0,0.0,0.0,0.0,0.0,0.0
55,69,32,20,0,0.0,1.0,0.0,0.0,0.0,0.0
44,50,11,20,0,3.0,0.0,0.0,0.0,0.0,0.0
86,103,23,36,0,0.0,0.0,0.0,0.0,0.0,0.0
83,69,48,7,0,1.0,0.0,0.0,0.0,0.0,0.0
157,147,39,53,0,0.0,0.0,0.0,0.0,0.0,0.0
149,95,36,34,0,1.0,0.0,4.0,0.0,0.0,0.0
238,232,83,82,0,2.0,0.0,1.0,0.0,0.0,0.0
46,67,20,20,0,0.0,0.0,0.0,0.0,0.0,0.0
83,92,25,21,0,3.0,0.0,0.0,0.0,0.0,0.0
98,104,39,31,0,0.0,0.0,1.0,0.0,0.0,0.0
84,64,24,12,0,1.0,3.0,0.0,0.0,0.0,0.0
109,95,35,20,0,1.0,1.0,1.0,0.0,0.0,0.0
70,81,41,26,0,0.0,0.0,0.0,0.0,0.0,0.0
69,64,13,13,0,0.0,1.0,0.0,0.0,0.0,0.0
112,93,46,37,0,2.0,0.0,0.0,0.0,0.0,0.0
55,38,25,8,0,0.0,2.0,2.0,0.0,0.0,0.0
58,40,16,8,0,0.0,0.0,0.0,0.0,0.0,0.0
105,124,48,34,0,1.0,1.0,1.0,0.0,0.0,0.0
76,86,24,28,0,3.0,0.0,0.0,0.0,0.0,0.0
79,66,8,15,0,1.0,1.0,0.0,0.0,0.0,0.0
63,81,34,35,0,0.0,0.0,0.0,0.0,0.0,0.0
131,151,39,52,0,3.0,0.0,1.0,0.0,0.0,0.0
100,84,20,23,0,6.0,1.0,2.0,0.0,0.0,0.0
105,104,31,28,0,1.0,0.0,0.0,0.0,0.0,0.0
114,126,48,15,0,0.0,0.0,0.0,0.0,0.0,0.0
101,87,37,41,0,2.0,1.0,1.0,0.0,0.0,0.0
40,107,13,36,0,0.0,0.0,0.0,0.0,0.0,0.0
127,102,51,31,0,1.0,0.0,0.0,0.0,0.0,0.0
123,91,31,31,0,1.0,4.0,4.0,0.0,0.0,0.0
52,89,14,38,0,0.0,0.0,0.0,0.0,0.0,0.0
99,89,37,29,0,1.0,0.0,3.0,0.0,0.0,0.0
114,90,27,22,0,0.0,0.0,0.0,0.0,0.0,0.0
122,110,44,33,0,0.0,0.0,0.0,0.0,0.0,0.0
129,80,48,34,0,1.0,0.0,3.0,0.0,0.0,0.0
65,94,26,25,0,0.0,0.0,0.0,0.0,0.0,0.0
125,149,30,50,0,1.0,0.0,0.0,0.0,0.0,0.0
78,106,13,23,0,1.0,0.0,0.0,0.0,0.0,0.0
134,128,61,14,0,1.0,0.0,0.0,0.0,0.0,0.0
69,74,16,27,0,0.0,0.0,0.0,0.0,0.0,0.0
119,83,42,31,0,2.0,0.0,1.0,0.0,0.0,0.0
127,108,44,38,0,0.0,1.0,0.0,0.0,0.0,0.0
115,117,33,28,0,4.0,1.0,1.0,0.0,0.0,0.0
157,132,33,45,0,5.0,4.0,3.0,0.0,0.0,0.0
140,83,14,21,0,0.0,1.0,0.0,0.0,0.0,0.0
125,63,27,33,0,1.0,0.0,0.0,0.0,0.0,0.0
69,52,25,16,0,0.0,0.0,0.0,0.0,0.0,0.0
39,60,18,19,0,1.0,1.0,0.0,0.0,0.0,0.0
71,65,19,16,0,0.0,0.0,0.0,0.0,0.0,0.0
89,88,22,30,0,0.0,1.0,0.0,0.0,0.0,0.0
114,117,34,27,0,2.0,1.0,0.0,0.0,0.0,0.0
122,86,41,22,0,1.0,0.0,0.0,0.0,0.0,0.0
136,178,52,47,0,1.0,2.0,1.0,0.0,0.0,0.0
129,89,41,13,0,0.0,0.0,0.0,0.0,0.0,0.0
82,134,35,55,0,1.0,0.0,0.0,0.0,0.0,0.0
68,81,53,19,0,0.0,1.0,0.0,0.0,0.0,0.0
83,79,28,21,0,1.0,0.0,1.0,0.0,0.0,0.0
72,68,38,28,0,0.0,0.0,1.0,0.0,0.0,0.0
103,161,25,28,0,3.0,0.0,0.0,0.0,0.0,0.0
65,106,27,47,0,0.0,0.0,0.0,0.0,0.0,0.0
79,132,43,39,0,1.0,0.0,0.0,0.0,0.0,0.0
256,208,73,65,0,1.0,4.0,1.0,0.0,0.0,0.0
66,94,28,26,0,1.0,0.0,0.0,0.0,0.0,0.0
113,105,37,29,0,3.0,3.0,2.0,0.0,0.0,0.0
88,71,23,7,0,0.0,0.0,0.0,0.0,0.0,0.0
172,153,38,48,0,0.0,0.0,1.0,0.0,0.0,0.0
74,66,12,9,0,1.0,0.0,0.0,0.0,0.0,0.0
72,107,29,56,0,1.0,0.0,0.0,0.0,0.0,0.0
59,49,23,27,0,7.0,1.0,0.0,0.0,0.0,0.0
34,68,15,20,0,0.0,1.0,0.0,0.0,0.0,0.0
109,130,35,61,0,1.0,0.0,0.0,0.0,0.0,0.0
122,103,78,43,0,1.0,0.0,0.0,0.0,0.0,0.0
63,33,10,13,0,3.0,0.0,2.0,0.0,0.0,0.0
84,116,23,27,0,1.0,0.0,0.0,0.0,0.0,0.0
89,52,25,14,0,0.0,0.0,0.0,0.0,0.0,0.0
88,111,33,28,0,0.0,0.0,0.0,0.0,0.0,0.0
128,126,46,49,0,2.0,3.0,4.0,0.0,0.0,0.0
152,173,58,74,0,3.0,0.0,3.0,0.0,0.0,0.0
59,67,12,19,0,1.0,1.0,0.0,0.0,0.0,0.0
95,108,30,35,0,2.0,0.0,0.0,0.0,0.0,0.0
53,82,36,14,0,0.0,0.0,0.0,0.0,0.0,0.0
42,61,5,15,0,3.0,1.0,0.0,0.0,0.0,0.0
194,161,83,54,0,1.0,0.0,0.0,0.0,0.0,0.0
109,115,57,29,0,0.0,0.0,0.0,0.0,0.0,0.0
65,93,13,30,0,0.0,0.0,1.0,0.0,0.0,0.0
38,57,13,12,0,0.0,0.0,1.0,0.0,0.0,0.0
96,65,34,22,0,0.0,0.0,0.0,0.0,0.0,0.0
58,56,17,25,0,0.0,1.0,4.0,0.0,0.0,0.0
72,105,44,50,0,1.0,1.0,1.0,0.0,0.0,0.0
65,47,25,14,0,1.0,0.0,0.0,0.0,0.0,0.0
44,73,28,20,0,0.0,0.0,0.0,0.0,0.0,0.0
84,102,21,25,0,0.0,1.0,1.0,0.0,0.0,0.0
67,60,23,23,0,1.0,0.0,0.0,0.0,0.0,0.0
141,87,35,39,0,0.0,0.0,1.0,0.0,0.0,0.0
28,48,9,14,0,1.0,0.0,0.0,0.0,0.0,0.0
128,105,24,33,0,1.0,0.0,2.0,0.0,0.0,0.0
53,59,14,23,0,0.0,0.0,0.0,0.0,0.0,0.0
69,65,18,18,0,1.0,0.0,0.0,0.0,0.0,0.0
94,70,22,18,0,0.0,0.0,0.0,0.0,0.0,0.0
196,161,75,63,0,1.0,1.0,0.0,0.0,0.0,0.0
103,84,25,29,0,0.0,1.0,1.0,0.0,0.0,0.0
60,69,22,24,0,1.0,0.0,0.0,0.0,0.0,0.0
46,37,10,6,0,0.0,0.0,0.0,0.0,0.0,0.0
173,179,49,64,0,3.0,0.0,2.0,0.0,0.0,0.0
64,97,19,20,0,0.0,0.0,1.0,0.0,0.0,0.0
98,100,42,18,0,1.0,0.0,0.0,0.0,0.0,0.0
70,62,23,17,0,0.0,0.0,0.0,0.0,0.0,0.0
146,152,60,29,0,1.0,0.0,0.0,0.0,0.0,0.0
51,61,16,16,0,1.0,2.0,1.0,0.0,0.0,0.0
111,101,34,34,0,8.0,0.0,0.0,0.0,0.0,0.0
102,78,25,27,0,5.0,0.0,0.0,0.0,0.0,0.0
90,49,17,13,0,2.0,3.0,1.0,0.0,0.0,0.0
98,128,40,39,0,2.0,0.0,0.0,0.0,0.0,0.0
155,140,62,33,0,2.0,0.0,1.0,0.0,0.0,0.0
38,40,10,7,0,0.0,0.0,2.0,0.0,0.0,0.0
37,46,15,23,0,0.0,0.0,0.0,0.0,0.0,0.0
60,130,30,44,0,2.0,0.0,0.0,0.0,0.0,0.0
42,37,25,8,0,0.0,0.0,0.0,0.0,0.0,0.0
30,52,7,19,0,0.0,0.0,0.0,0.0,0.0,0.0
92,55,27,15,0,1.0,0.0,0.0,0.0,0.0,0.0
72,84,14,24,0,1.0,0.0,0.0,0.0,0.0,0.0
77,89,22,29,0,3.0,0.0,1.0,0.0,0.0,0.0
74,63,21,7,0,1.0,0.0,0.0,0.0,0.0,0.0
50,65,33,17,0,0.0,0.0,1.0,0.0,0.0,0.0
183,205,52,69,0,1.0,2.0,3.0,0.0,0.0,0.0
32,40,20,17,0,0.0,0.0,0.0,0.0,0.0,0.0
84,85,33,23,0,4.0,0.0,0.0,0.0,0.0,0.0
161,185,47,68,0,0.0,0.0,0.0,0.0,0.0,0.0
35,47,21,15,0,0.0,0.0,0.0,0.0,0.0,0.0
74,83,25,33,0,0.0,0.0,0.0,0.0,0.0,0.0
91,108,30,29,0,1.0,0.0,0.0,0.0,0.0,0.0
186,135,36,36,0,4.0,3.0,2.0,0.0,0.0,0.0
106,52,17,20,0,1.0,0.0,0.0,0.0,0.0,0.0
105,83,31,20,0,0.0,0.0,1.0,0.0,0.0,0.0
48,44,16,15,0,2.0,0.0,0.0,0.0,0.0,0.0
27,32,8,7,0,0.0,1.0,0.0,0.0,0.0,0.0
41,79,21,16,0,0.0,0.0,1.0,0.0,0.0,0.0
83,85,10,25,0,1.0,1.0,1.0,0.0,0.0,0.0
27,69,16,21,0,0.0,0.0,0.0,0.0,0.0,0.0
141,171,47,64,0,0.0,0.0,2.0,0.0,0.0,0.0
46,63,18,15,0,0.0,1.0,0.0,0.0,0.0,0.0
254,183,96,30,0,1.0,1.0,0.0,0.0,0.0,0.0
70,85,25,26,0,1.0,0.0,0.0,0.0,0.0,0.0
91,41,26,5,0,1.0,0.0,0.0,0.0,0.0,0.0
93,136,23,41,0,2.0,1.0,0.0,0.0,0.0,0.0
115,194,45,60,0,4.0,1.0,1.0,0.0,0.0,0.0
94,149,58,69,0,1.0,0.0,0.0,0.0,0.0,0.0
59,60,29,16,0,0.0,0.0,0.0,0.0,0.0,0.0
59,92,14,30,0,0.0,0.0,0.0,0.0,0.0,0.0
122,66,31,8,0,3.0,1.0,0.0,0.0,0.0,0.0
34,21,8,3,0,0.0,1.0,0.0,0.0,0.0,0.0
148,157,36,43,0,4.0,1.0,1.0,0.0,0.0,0.0
54,62,15,12,0,2.0,0.0,0.0,0.0,0.0,0.0
167,191,71,74,0,2.0,1.0,1.0,0.0,0.0,0.0
84,75,19,9,0,0.0,0.0,0.0,0.0,0.0,0.0
33,44,26,13,0,0.0,0.0,0.0,0.0,0.0,0.0
78,86,38,11,0,0.0,0.0,0.0,0.0,0.0,0.0
59,62,25,11,0,2.0,0.0,0.0,0.0,0.0,0.0
28,52,8,11,0,0.0,2.0,2.0,0.0,0.0,0.0
116,165,36,58,0,3.0,1.0,1.0,0.0,0.0,0.0
40,49,19,21,0,1.0,0.0,1.0,0.0,0.0,0.0
84,68,31,17,0,0.0,1.0,1.0,0.0,0.0,0.0
137,86,25,10,0,0.0,0.0,0.0,0.0,0.0,0.0
76,85,20,14,0,2.0,1.0,1.0,0.0,0.0,0.0
53,46,17,11,0,0.0,0.0,1.0,0.0,0.0,0.0
260,196,73,89,0,5.0,1.0,2.0,0.0,0.0,0.0
49,54,30,15,0,1.0,0.0,0.0,0.0,0.0,0.0
53,80,15,42,0,3.0,0.0,1.0,0.0,0.0,0.0
